Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENSG00000160209;O00764,Cytoplasm|Nucleus,,0.660899997,0.749800026,0.162400007,0.110600002,0.065300003,0.0091,0.107600003,0.066600002,0.134800002,0.112099998
ENSG00000160211;P11413,Cytoplasm,Peroxisomal targeting signal,0.590300024,0.297699988,0.234699994,0.231099993,0.211300001,0.0098,0.247799993,0.100900002,0.055599999,0.1866
ENSG00000160216;Q9NRZ7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.113399997,0.187999994,0.0096,0.094700001,0.146400005,0.015,0.94569999,0.151700005,0.34799999,0.025900001
ENSG00000160226;O43822,Cytoplasm,Nuclear export signal,0.598100007,0.342200011,0.0221,0.1052,0.271100014,0.0011,0.078299999,0.283899993,0.170200005,0.032600001
ENSG00000160282;O95954,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.65140003,0.560400009,0.054699998,0.183599994,0.257800013,0.0032,0.048999999,0.220599994,0.569500029,0.040600002
ENSG00000160285;P48449,Cytoplasm|Endoplasmic reticulum,,0.600399971,0.253800005,0.0043,0.283800006,0.204099998,0.0067,0.683300018,0.212599993,0.462799996,0.211300001
ENSG00000160310;P55345,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.577799976,0.638700008,0.033799998,0.110799998,0.149299994,0.0009,0.0359,0.065800004,0.115900002,0.0063
ENSG00000160326;Q9UGQ3,Cell membrane,Transmembrane domain,0.112400003,0.092799999,0.0244,0.698099971,0.199000001,0.0072,0.196799994,0.453000009,0.441900015,0.017999999
ENSG00000160408;Q969X2,Golgi apparatus,Signal peptide|Transmembrane domain,0.193000004,0.244900003,0.391600013,0.093400002,0.107500002,0.0062,0.449400008,0.243200004,0.773899972,0.0058
ENSG00000160439;Q8NBN7,Mitochondrion,,0.178000003,0.100100003,0.386299998,0.104599997,0.760500014,0.277399987,0.610000014,0.231299996,0.321999997,0.100400001
ENSG00000160446;Q96GR4,Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.2192,0.168099999,0.028200001,0.405000001,0.166099995,0.0049,0.716700017,0.687900007,0.844099998,0.0069
ENSG00000160471;Q6YFQ2,Mitochondrion,Mitochondrial transit peptide,0.330000013,0.068899997,0.464300007,0.279900014,0.633599997,0.0339,0.077299997,0.113899998,0.123000003,0.061099999
ENSG00000160539;Q8NBV4,Cell membrane|Endoplasmic reticulum,Transmembrane domain,0.126000002,0.111199997,0.050000001,0.528400004,0.159199998,0.0198,0.723200023,0.129800007,0.373699993,0.0198
ENSG00000160688;Q8NFF5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.725499988,0.545899987,0.122100003,0.172399998,0.339399993,0.0042,0.250200003,0.25150001,0.289299995,0.0274
ENSG00000160714;Q7Z7E8,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.585500002,0.701799989,0.0156,0.294200003,0.194299996,0.005,0.181199998,0.387100011,0.253300011,0.0044
ENSG00000160752;P14324,Mitochondrion,Mitochondrial transit peptide,0.374500006,0.271899998,0.117399998,0.0823,0.846599996,0.0178,0.217099994,0.131400004,0.255800009,0.091700003
ENSG00000160868;P08684,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.150700003,0.046399999,0.050000001,0.179900005,0.133100003,0.0361,0.918799996,0.152099997,0.137199998,0.0436
ENSG00000160870;P24462,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.137899995,0.0383,0.043499999,0.149299994,0.135900006,0.0491,0.917500019,0.125699997,0.148499995,0.030200001
ENSG00000160882;P15538,Mitochondrion,Mitochondrial transit peptide,0.142700002,0.087499999,0.157100007,0.135900006,0.898199975,0.0062,0.1171,0.0436,0.102700002,0.067599997
ENSG00000160883;P52790,Cytoplasm|Mitochondrion,Nuclear export signal,0.615999997,0.409700006,0.041299999,0.241300002,0.693400025,0.0008,0.0726,0.129800007,0.118799999,0.061799999
ENSG00000161013;Q9UQ53,Golgi apparatus,Signal peptide|Transmembrane domain,0.156200007,0.111900002,0.209199995,0.315200001,0.049199998,0.0008,0.480300009,0.196400002,0.952199996,0.0088
ENSG00000161031;Q96PD5,Extracellular,Signal peptide,0.243300006,0.117200002,0.768999994,0.325100005,0.194999993,0.0068,0.273400009,0.440499991,0.435699999,0.0352
ENSG00000161217;P49585,Nucleus,Nuclear localization signal,0.226899996,0.758000016,0.0253,0.0425,0.225899994,0.016899999,0.365200013,0.085900001,0.143000007,0.0011
ENSG00000161267;Q02338,Mitochondrion,Mitochondrial transit peptide,0.123499997,0.124799997,0.061799999,0.100400001,0.878400028,0.0832,0.115500003,0.073700003,0.111699998,0.0889
ENSG00000161281;P24310,Mitochondrion,Transmembrane domain|Mitochondrial transit peptide,0.115500003,0.088500001,0.0077,0.112599999,0.959699988,0.019400001,0.120200001,0.044,0.044,0.028000001
ENSG00000161513;P22570,Mitochondrion,Mitochondrial transit peptide,0.248600006,0.181199998,0.070500001,0.093099996,0.935699999,0.003,0.105599999,0.087899998,0.142299995,0.060400002
ENSG00000161533;Q15067,Peroxisome,Peroxisomal targeting signal,0.164399996,0.297199994,0.021299999,0.0911,0.051600002,0.018200001,0.409099996,0.221799999,0.206300005,0.997799993
ENSG00000161653;Q8N159,Mitochondrion,Mitochondrial transit peptide,0.188099995,0.152999997,0.090499997,0.150000006,0.708800018,0.080300003,0.088100001,0.069600001,0.107900001,0.046399999
ENSG00000161714;Q8N3E9,Cytoplasm|Cell membrane,Nuclear localization signal|Nuclear export signal,0.634899974,0.451599985,0.039099999,0.683300018,0.210500002,0.0018,0.082999997,0.389499992,0.294400007,0.0021
ENSG00000161798;P55064,Cell membrane,Transmembrane domain,0.230800003,0.075199999,0.0418,0.807600021,0.0748,0.0016,0.210099995,0.435099989,0.403299987,0.038199998
ENSG00000161860;Q6PIF2,Cytoplasm|Nucleus,Nuclear localization signal,0.591000021,0.599099994,0.072999999,0.126900002,0.195800006,0.0008,0.188199997,0.258899987,0.207100004,0.029200001
ENSG00000161896;Q96PC2,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.666899979,0.627200007,0.088200003,0.199599996,0.406599998,0.0022,0.166800007,0.205899999,0.109899998,0.0033
ENSG00000161905;P16050,Cytoplasm,,0.739700019,0.338,0.263799995,0.431800008,0.180999994,0.0306,0.273299992,0.162599996,0.127499998,0.019099999
ENSG00000161980;Q9Y2Y1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.507200003,0.564300001,0.030200001,0.171000004,0.322299987,0.0103,0.088100001,0.216999993,0.202700004,0.0028
ENSG00000162040;Q96QI5,Golgi apparatus,Signal peptide|Transmembrane domain,0.183400005,0.181400001,0.450500011,0.335700005,0.123300001,0.0018,0.507099986,0.303000003,0.871399999,0.031199999
ENSG00000162066;Q9Y303,Cytoplasm,Nuclear export signal,0.666299999,0.446700007,0.113600001,0.1382,0.300000012,0.0051,0.079499997,0.415300012,0.160899997,0.0115
ENSG00000162104;O60503,Cell membrane,Transmembrane domain,0.211500004,0.2086,0.017100001,0.709100008,0.0495,0.0029,0.325300008,0.507399976,0.470699996,0.0069
ENSG00000162139;Q9UQ49,Nucleus,,0.417100012,0.474299997,0.186900005,0.435799986,0.467200011,0.0116,0.312299997,0.305000007,0.278899997,0.0165
ENSG00000162174;Q7L266,Cytoplasm,,0.682799995,0.307799995,0.071400002,0.075000003,0.426099986,0.119499996,0.098700002,0.119000003,0.088100001,0.0229
ENSG00000162298;Q86TM6,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.1118,0.128099993,0.018100001,0.181199998,0.157900006,0.0043,0.809800029,0.292100012,0.630800009,0.0277
ENSG00000162365;Q5TCH4,Endoplasmic reticulum,Signal peptide,0.26730001,0.150900006,0.229699999,0.171800002,0.212099999,0.0008,0.831700027,0.124799997,0.189600006,0.053100001
ENSG00000162368;P30085,Cytoplasm,Nuclear localization signal,0.827799976,0.489800006,0.169,0.118900001,0.270000011,0.034699999,0.130700007,0.0339,0.118000001,0.0081
ENSG00000162383;O00341,Cell membrane,Transmembrane domain,0.137099996,0.117799997,0.046500001,0.782599986,0.093900003,0.0021,0.267800003,0.3565,0.280499995,0.019200001
ENSG00000162390;Q8WXI4,Cytoplasm,,0.592700005,0.349999994,0.074600004,0.118299998,0.51849997,0.077600002,0.271400005,0.128399998,0.203199998,0.127000004
ENSG00000162402;Q9UPU5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.699500024,0.586899996,0.046700001,0.1752,0.090599999,0.0084,0.179399997,0.307999998,0.363799989,0.0015
ENSG00000162407;O14495,Cell membrane,Signal peptide|Transmembrane domain,0.084399998,0.083999999,0.138300002,0.568799973,0.102300003,0.021299999,0.593699992,0.314200014,0.433200002,0.0176
ENSG00000162408;Q5SY16,Nucleus,,0.388799995,0.532100022,0.1523,0.114600003,0.415600002,0.041000001,0.218799993,0.084200002,0.1294,0.128900006
ENSG00000162433;P27144,Mitochondrion,Mitochondrial transit peptide,0.463499993,0.43599999,0.0493,0.105400003,0.808899999,0.0427,0.034400001,0.105300002,0.0337,0.177100003
ENSG00000162482;O95154,Cytoplasm,,0.480599999,0.321500003,0.046399999,0.232999995,0.373899996,0.0265,0.051899999,0.172199994,0.075300001,0.0036
ENSG00000162496;O75911,Endoplasmic reticulum,,0.323100001,0.193900004,0.084399998,0.296000004,0.350100011,0.026000001,0.791199982,0.213499993,0.326000005,0.0073
ENSG00000162551;P05186,Cell membrane,,0.164900005,0.061500002,0.461499989,0.799499989,0.098800004,0.0036,0.289499998,0.406699985,0.218799993,0.0185
ENSG00000162571;Q6ZVT0,Cytoplasm,Nuclear export signal,0.641099989,0.494199991,0.152099997,0.0973,0.136399999,0.0006,0.163599998,0.318599999,0.082099997,0.073700003
ENSG00000162607;O94782,Cytoplasm|Nucleus,Nuclear localization signal,0.473399997,0.85860002,0.0285,0.037900001,0.0986,0.0046,0.335799992,0.049800001,0.115400001,0.0097
ENSG00000162623;Q6IPR3,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.747799993,0.643999994,0.0034,0.077,0.195999995,0.0043,0.087300003,0.092,0.121600002,0.0119
ENSG00000162630;O43825,Golgi apparatus,Signal peptide|Transmembrane domain,0.145199999,0.104000002,0.511300027,0.193100005,0.1219,0.004,0.331499994,0.109899998,0.866900027,0.0135
ENSG00000162688;P35573,Cytoplasm,Nuclear export signal,0.630200028,0.485900015,0.023800001,0.092600003,0.292600006,0.030400001,0.346199989,0.138600007,0.2007,0.0068
ENSG00000162694;Q9UBQ6,Golgi apparatus,Signal peptide|Transmembrane domain,0.174899995,0.1118,0.505100012,0.2042,0.091399997,0.0074,0.595399976,0.331400007,0.918799996,0.0136
ENSG00000162695;Q8NEW0,Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.124600001,0.1175,0.0394,0.337199986,0.072400004,0.031500001,0.482899994,0.685199976,0.817499995,0.0069
ENSG00000162813;O95861,Cytoplasm,Nuclear localization signal,0.837000012,0.30309999,0.037300002,0.151199996,0.288399994,0.0416,0.106299996,0.120499998,0.1373,0.0153
ENSG00000162836;Q9NPH0,Mitochondrion,Mitochondrial transit peptide,0.198599994,0.165000007,0.34889999,0.089599997,0.760699987,0.101099998,0.416599989,0.252000004,0.25,0.25
ENSG00000162851;Q9H5Q4,Mitochondrion,Mitochondrial transit peptide,0.150800005,0.213,0.0814,0.123999998,0.889400005,0.0054,0.082599998,0.0515,0.078199998,0.020300001
ENSG00000162882;P46952,Nucleus,,0.312299997,0.42019999,0.078400001,0.145300001,0.080700003,0.0079,0.31220001,0.089500003,0.350699991,0.0081
ENSG00000162885;Q8NCR0,Golgi apparatus,Signal peptide|Transmembrane domain,0.124300003,0.205799997,0.392199993,0.187999994,0.155399993,0.0016,0.626600027,0.283699989,0.833199978,0.0106
ENSG00000163002;Q8NFH5,Cytoplasm,Nuclear export signal,0.488099992,0.413899988,0.020500001,0.212699994,0.202999994,0.029100001,0.1065,0.257499993,0.268299997,0.0085
ENSG00000163012;Q8NEG5,Cytoplasm|Nucleus,Nuclear export signal,0.612299979,0.59829998,0.041700002,0.074900001,0.085199997,0.0241,0.161599994,0.296999991,0.332399994,0.054200001
ENSG00000163082;Q8IWX5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.208900005,0.095700003,0.062600002,0.4199,0.067299999,0.0053,0.806999981,0.113200001,0.180099994,0.0077
ENSG00000163106;O60760,Cytoplasm,Peroxisomal targeting signal,0.744099975,0.289900005,0.0118,0.284299999,0.516799986,0.0261,0.315299988,0.043699998,0.103100002,0.305400014
ENSG00000163114;P29803,Mitochondrion,Mitochondrial transit peptide,0.1664,0.081900001,0.035700001,0.105800003,0.936699986,0.073899999,0.033100002,0.045000002,0.070100002,0.044500001
ENSG00000163131;P25774,Extracellular|Lysosome/Vacuole,Signal peptide,0.126800001,0.070100002,0.75120002,0.155300006,0.097499996,0.0383,0.338999987,0.645600021,0.122400001,0.0261
ENSG00000163162;Q8NC42,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.263300002,0.096199997,0.0528,0.51639998,0.033799998,0.0051,0.476099998,0.68900001,0.422699988,0.009
ENSG00000163218;Q96LB8,Extracellular,Signal peptide,0.193399996,0.065099999,0.861199975,0.254500002,0.134800002,0.0087,0.204799995,0.415899992,0.244399995,0.0167
ENSG00000163281;Q8TDQ7,Cytoplasm,,0.638400018,0.423599988,0.0392,0.185499996,0.538299978,0.061500002,0.235699996,0.266200006,0.223900005,0.068800002
ENSG00000163283;P05187,Cell membrane,,0.179900005,0.088100001,0.435600013,0.807699978,0.120200001,0.0026,0.342099994,0.379200011,0.33160001,0.0242
ENSG00000163286;P10696,Cell membrane,,0.183599994,0.090899996,0.423299998,0.8125,0.140000001,0.0019,0.336400002,0.373299986,0.323799998,0.0222
ENSG00000163295;P09923,Cell membrane,,0.167699993,0.087200001,0.483700007,0.780099988,0.138099998,0.0022,0.335099995,0.405400008,0.303000003,0.021199999
ENSG00000163344;Q15126,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.752600014,0.651000023,0.051100001,0.0572,0.256199986,0.037300002,0.068800002,0.096699998,0.095399998,0.0059
ENSG00000163352;Q9Y5L5,Cytoplasm,Mitochondrial transit peptide,0.482899994,0.468899995,0.292499989,0.179100007,0.601300001,0.051100001,0.559499979,0.455900013,0.439900011,0.0134
ENSG00000163389;Q8NBL1,Endoplasmic reticulum,Signal peptide,0.157900006,0.125300005,0.605099976,0.179299995,0.063000001,0.028200001,0.659799993,0.224000007,0.357300013,0.071900003
ENSG00000163393;Q8IZD6,Cell membrane,Transmembrane domain,0.150900006,0.112499997,0.0143,0.581900001,0.082199998,0.0039,0.323100001,0.377799988,0.333099991,0.1523
ENSG00000163399;P05023,Cell membrane,Transmembrane domain,0.226300001,0.106299996,0.016100001,0.642799973,0.078900002,0.0024,0.559199989,0.533900023,0.461499989,0.0031
ENSG00000163406;Q16348,Cell membrane,Signal peptide|Transmembrane domain,0.134900004,0.103299998,0.023499999,0.801800013,0.055,0.0085,0.572700024,0.40169999,0.342099994,0.066399999
ENSG00000163481;Q96BH1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.721800029,0.697899997,0.0242,0.0867,0.095200002,0.0007,0.231199995,0.220400006,0.284500003,0.0013
ENSG00000163521;Q6UWU2,Extracellular|Lysosome/Vacuole,Signal peptide,0.232199997,0.148699999,0.653299987,0.323399991,0.131799996,0.0119,0.560899973,0.640799999,0.314500004,0.029899999
ENSG00000163527;Q8TCJ2,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.0955,0.181299999,0.008,0.226500005,0.099799998,0.0042,0.862399995,0.235499993,0.237200007,0.0066
ENSG00000163541;P53597,Mitochondrion,Mitochondrial transit peptide,0.1426,0.081900001,0.052200001,0.097099997,0.898400009,0.146200001,0.067400001,0.042300001,0.074699998,0.079899997
ENSG00000163581;P11168,Cell membrane,Transmembrane domain,0.132300004,0.0682,0.0155,0.903800011,0.086099997,0.0053,0.1796,0.457300007,0.253699988,0.011
ENSG00000163586;P07148,Cytoplasm|Nucleus,Nuclear localization signal,0.803200006,0.555000007,0.237499997,0.123099998,0.078900002,0.0117,0.066799998,0.0139,0.0528,0.0221
ENSG00000163590;Q5SGD2,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.159500003,0.141499996,0.087099999,0.293300003,0.408499986,0.036800001,0.862399995,0.412900001,0.63440001,0.056000002
ENSG00000163624;Q92903,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.101300001,0.118000001,0.059999999,0.236300007,0.1567,0.0147,0.857599974,0.282400012,0.514999986,0.0414
ENSG00000163631;P02768,Extracellular,Signal peptide,0.224700004,0.050999999,0.888700008,0.152500004,0.057599999,0.014,0.263599992,0.382699996,0.273799986,0.0015
ENSG00000163655;P49915,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.7324,0.516700029,0.0285,0.200299993,0.206499994,0.0073,0.207399994,0.065300003,0.191300005,0.0063
ENSG00000163659;Q7Z3E1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.542900026,0.803900003,0.118900001,0.110799998,0.136500001,0.0072,0.0616,0.124799997,0.055599999,0.035999998
ENSG00000163684;O95059,Cytoplasm|Nucleus,Nuclear localization signal,0.599600017,0.578000009,0.180600002,0.035599999,0.071500003,0.0031,0.036699999,0.058699999,0.145699993,0.0017
ENSG00000163686;Q9BV23,Mitochondrion|Endoplasmic reticulum,,0.283300012,0.131099999,0.089299999,0.312700003,0.67750001,0.063600004,0.66900003,0.405800015,0.280600011,0.076800004
ENSG00000163719;Q8NCE2,Cytoplasm|Cell membrane,Nuclear export signal,0.711000025,0.423599988,0.050999999,0.542800009,0.111699998,0.0004,0.408699989,0.35769999,0.137999997,0.0079
ENSG00000163738;Q9H903,Mitochondrion,Mitochondrial transit peptide,0.144400001,0.129500002,0.069399998,0.086199999,0.88440001,0.0165,0.067199998,0.094300002,0.103799999,0.133100003
ENSG00000163743;Q96PM5,Cytoplasm|Nucleus,Nuclear export signal,0.620800018,0.721000016,0.0131,0.103299998,0.339700013,0.0033,0.238000005,0.231700003,0.078699999,0.0153
ENSG00000163751;P15088,Extracellular,Signal peptide,0.142100006,0.032499999,0.933600008,0.278699994,0.075000003,0.076899998,0.218099996,0.368699998,0.125100002,0.005
ENSG00000163754;P46976,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.642400026,0.461699992,0.0123,0.182899997,0.255400002,0.056899998,0.413899988,0.622200012,0.442799985,0.026799999
ENSG00000163755;Q969F9,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.506399989,0.556100011,0.059300002,0.144899994,0.100699998,0.0022,0.336199999,0.259900004,0.462199986,0.0023
ENSG00000163803;Q6P1J6,Cell membrane,Signal peptide|Transmembrane domain,0.178000003,0.142199993,0.333000004,0.779100001,0.161899999,0.0047,0.364899993,0.562099993,0.3486,0.142399997
ENSG00000163810;P49221,Cytoplasm,,0.747699976,0.434599996,0.603900015,0.166199997,0.512199998,0.015699999,0.1021,0.125100002,0.203199998,0.0112
ENSG00000163812;Q9NYG2,Endoplasmic reticulum|Golgi apparatus,Transmembrane domain,0.232700005,0.150399998,0.0174,0.323199987,0.149200007,0.013,0.676699996,0.327100009,0.873399973,0.0039
ENSG00000163817;Q9NP91,Cell membrane,Transmembrane domain,0.093400002,0.052000001,0.016899999,0.853699982,0.169100001,0.0106,0.2764,0.278400004,0.087399997,0.0114
ENSG00000163864;Q96T66,Cytoplasm|Mitochondrion,Mitochondrial transit peptide,0.534099996,0.425399989,0.097000003,0.337300003,0.765600026,0.0032,0.096699998,0.165800005,0.228400007,0.067900002
ENSG00000163882;P52434,Cytoplasm|Nucleus,Nuclear localization signal,0.562099993,0.583800018,0.048300002,0.037300002,0.194900006,0.0221,0.168599993,0.182400003,0.1008,0.0008
ENSG00000163902;P04843,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.297399998,0.135299996,0.0836,0.316500008,0.0482,0.003,0.817600012,0.511099994,0.390500009,0.0064
ENSG00000163931;P29401,Cytoplasm,,0.739199996,0.375200003,0.034000002,0.271299988,0.496100008,0.0178,0.198899999,0.105599999,0.320300013,0.0231
ENSG00000163958;Q8WVZ1,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.230599999,0.146200001,0.037799999,0.524500012,0.259900004,0.0058,0.645699978,0.628400028,0.858799994,0.0072
ENSG00000163959;Q86UW1,Cell membrane,Signal peptide|Transmembrane domain,0.200800002,0.074100003,0.0482,0.753700018,0.092200004,0.0074,0.468199998,0.489600003,0.30309999,0.0101
ENSG00000163964;Q8TBF5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.2183,0.127399996,0.093999997,0.256799996,0.144199997,0.0149,0.927699983,0.370799989,0.413399994,0.035500001
