genes	geneENSTID	geneENSPID	geneUniProtID	geneSymbols	geneEntrezID	geneNames	geneAliases	compartments	compDataSource
"ENSG00000144843"	"ENST00000478399;ENST00000481816;ENST00000471850;ENST00000485496;ENST00000478927;ENST00000357003;ENST00000465513"	"ENSP00000420200;ENSP00000419703;ENSP00000417528;ENSP00000349496;ENSP00000417430"	"P54922"	"ADPRH"	"141"	"ADP-ribosylarginine hydrolase"	"ARH1"	"Nucleus"	"CellAtlas"
"ENSG00000144908"	"ENST00000273450;ENST00000472186;ENST00000467370;ENST00000452905;ENST00000393434;ENST00000462808;ENST00000476245;ENST00000473607;ENST00000413612;ENST00000484724;ENST00000493803;ENST00000490367;ENST00000460368;ENST00000488356;ENST00000509952;ENST00000511283;ENST00000393431;ENST00000455064"	"ENSP00000273450;ENSP00000420293;ENSP00000395881;ENSP00000377083;ENSP00000419448;ENSP00000418905;ENSP00000418711;ENSP00000419826;ENSP00000419955;ENSP00000426594;ENSP00000426713;ENSP00000377081;ENSP00000414126"	"O75891"	"ALDH1L1"	"10840"	"aldehyde dehydrogenase 1 family member L1"	"10-fTHF;FDH;FTHFD"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000145020"	"ENST00000636199;ENST00000465925;ENST00000273588;ENST00000395338;ENST00000458307;ENST00000538581;ENST00000637682;ENST00000636725;ENST00000636594;ENST00000637455;ENST00000636871;ENST00000476226;ENST00000637684;ENST00000636991;ENST00000635936;ENST00000637268;ENST00000637457;ENST00000636587;ENST00000636597;ENST00000636188;ENST00000635772;ENST00000478594;ENST00000638092;ENST00000637291;ENST00000637994;ENST00000473163;ENST00000636070;ENST00000636023;ENST00000476127;ENST00000636865;ENST00000635798;ENST00000637982;ENST00000635808;ENST00000427987;ENST00000637114;ENST00000637527;ENST00000637059;ENST00000638063;ENST00000636803;ENST00000636148;ENST00000493046;ENST00000637914;ENST00000635889;ENST00000636522;ENST00000636978;ENST00000637821;ENST00000635907;ENST00000399379;ENST00000495436;ENST00000487589;ENST00000480957;ENST00000491800;ENST00000476828;ENST00000430521;ENST00000461210;ENST00000462048;ENST00000498571"	"ENSP00000490871;ENSP00000273588;ENSP00000378747;ENSP00000415619;ENSP00000443200;ENSP00000489856;ENSP00000489628;ENSP00000490251;ENSP00000490324;ENSP00000490160;ENSP00000489969;ENSP00000490601;ENSP00000489620;ENSP00000403821;ENSP00000490153;ENSP00000489760;ENSP00000489758;ENSP00000490482;ENSP00000399943;ENSP00000388068;ENSP00000490465"	"P48728"	"AMT"	"275"	"aminomethyltransferase"	"GCST;NKH"	"Mitochondria;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000145214"	"ENST00000273814;ENST00000509465;ENST00000515182;ENST00000502309;ENST00000510286"	"ENSP00000273814;ENSP00000425862;ENSP00000421756;ENSP00000427268"	"P52824"	"DGKQ"	"1609"	"diacylglycerol kinase theta"	"DAGK;DAGK4;DAGK7"	"Cytosol;Nucleus"	"SwissProt"
"ENSG00000145217"	"ENST00000398520;ENST00000361661;ENST00000398516;ENST00000513138;ENST00000622731"	"ENSP00000381532;ENSP00000354721;ENSP00000381528;ENSP00000483506"	"Q9H2B4"	"SLC26A1"	"10861"	"solute carrier family 26 member 1"	"EDM4;SAT-1"	"Cell membrane"	"DeepLoc2"
"ENSG00000145283"	"ENST00000273905;ENST00000505535"	"ENSP00000273905"	"Q3KNW5"	"SLC10A6"	"345274"	"solute carrier family 10 member 6"	"SOAT"	"Cell membrane;Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000145284"	"ENST00000319540;ENST00000273908"	"ENSP00000316329;ENSP00000273908"	"Q86SK9"	"SCD5"	"79966"	"stearoyl-CoA desaturase 5"	"ACOD4;FADS4;FLJ21032;HSCD5;SCD4"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000145293"	"ENST00000273920;ENST00000509635;ENST00000505846;ENST00000610545"	"ENSP00000273920;ENSP00000422005;ENSP00000427209;ENSP00000483615"	"Q9UHY7"	"ENOPH1"	"58478"	"enolase-phosphatase 1"	"E1;MASA;mtnC"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000145321"	"ENST00000273951;ENST00000504199;ENST00000503364;ENST00000513476;ENST00000509740;ENST00000503472;ENST00000505234;ENST00000506245"	"ENSP00000273951;ENSP00000421725;ENSP00000426683;ENSP00000422664;ENSP00000426718"	"P02774"	"GC"	"2638"	"GC vitamin D binding protein"	"DBP;hDBP;VDBP"	"Extracellular"	"DeepLoc2"
"ENSG00000145337"	"ENST00000273968"	"ENSP00000273968"	"Q96I23"	"PYURF"	"100996939"	"PIGY upstream reading frame"	"PreY"	"Nucleus"	"CellAtlas"
"ENSG00000145384"	"ENST00000274024"	"ENSP00000274024"	"P12104"	"FABP2"	"2169"	"fatty acid binding protein 2"	"I-FABP"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000145391"	"ENST00000506866;ENST00000515101;ENST00000274031;ENST00000404104;ENST00000406354;ENST00000608795;ENST00000608958"	"ENSP00000427300;ENSP00000274031;ENSP00000385913;ENSP00000476712;ENSP00000476302"	"Q8WTS6"	"SETD7"	"80854"	"SET domain containing 7, histone lysine methyltransferase"	"KIAA1717;KMT7;SET7;SET7/9;Set9"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000145416"	"ENST00000503008;ENST00000514618;ENST00000339875;ENST00000510786;ENST00000512214;ENST00000505517;ENST00000507270;ENST00000511245;ENST00000510696;ENST00000503104;ENST00000508725;ENST00000505391;ENST00000515471;ENST00000510075;ENST00000274056"	"ENSP00000427223;ENSP00000421322;ENSP00000345676;ENSP00000424089;ENSP00000426731;ENSP00000274056"	"Q8TCQ1"	"MARCHF1"	"55016"	"membrane associated ring-CH-type finger 1"	"FLJ20668;MARCH-I;MARCH1;RNF171"	"Golgi apparatus;Endoplasmic reticulum;Cytosol;Lysosome"	"SwissProt;CellAtlas"
"ENSG00000145439"	"ENST00000510042;ENST00000509108;ENST00000306193;ENST00000504480;ENST00000504561;ENST00000506808;ENST00000507752"	"ENSP00000424717;ENSP00000303525;ENSP00000427615;ENSP00000423128;ENSP00000421254;ENSP00000425671"	"Q8N4T8"	"CBR4"	"84869"	"carbonyl reductase 4"	"FLJ14431;SDR45C1"	"Mitochondria"	"SwissProt"
"ENSG00000145476"	"ENST00000378802;ENST00000507209;ENST00000513354;ENST00000502665"	"ENSP00000368079"	"Q6ZWL3"	"CYP4V2"	"285440"	"cytochrome P450 family 4 subfamily V member 2"	"CYP4AH1"	"Endoplasmic reticulum;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000145494"	"ENST00000274137;ENST00000469176;ENST00000510329"	"ENSP00000274137;ENSP00000422557"	"O75380"	"NDUFS6"	"4726"	"NADH:ubiquinone oxidoreductase subunit S6"	"CI-13kA"	"Inner mitochondria"	"SwissProt"
"ENSG00000145495"	"ENST00000449913;ENST00000502795;ENST00000511802;ENST00000503788;ENST00000274140;ENST00000510872;ENST00000507863;ENST00000506131;ENST00000514961;ENST00000510792;ENST00000512449;ENST00000505253;ENST00000514312;ENST00000606497;ENST00000640713"	"ENSP00000414643;ENSP00000426000;ENSP00000425930;ENSP00000274140;ENSP00000424512;ENSP00000491579"	"O60337"	"MARCHF6"	"10299"	"membrane associated ring-CH-type finger 6"	"MARCH-VI;MARCH6;RNF176;TEB4"	"Endoplasmic reticulum"	"SwissProt;CellAtlas"
"ENSG00000145545"	"ENST00000510531;ENST00000513117;ENST00000274192;ENST00000504286"	"ENSP00000425330;ENSP00000421342;ENSP00000274192"	"P18405"	"SRD5A1"	"6715"	"steroid 5 alpha-reductase 1"	""	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000145626"	"ENST00000274278;ENST00000515801;ENST00000503189;ENST00000507113;ENST00000513233;ENST00000625798;ENST00000333811"	"ENSP00000274278;ENSP00000427630;ENSP00000427079;ENSP00000426100;ENSP00000487376;ENSP00000328033"	"Q6NUS8"	"UGT3A1"	"133688"	"UDP glycosyltransferase family 3 member A1"	"FLJ34658"	"Cytosol"	"CellAtlas"
"ENSG00000145675"	"ENST00000521381;ENST00000521657;ENST00000517643;ENST00000517412;ENST00000520675;ENST00000523807;ENST00000522084;ENST00000320694;ENST00000521409;ENST00000336483;ENST00000518292;ENST00000517698;ENST00000518813;ENST00000519025;ENST00000523872;ENST00000520550"	"ENSP00000428056;ENSP00000429277;ENSP00000428566;ENSP00000430126;ENSP00000429766;ENSP00000323512;ENSP00000431058;ENSP00000338554;ENSP00000430424;ENSP00000429156;ENSP00000430098"	"P27986"	"PIK3R1"	"5295"	"phosphoinositide-3-kinase regulatory subunit 1"	"GRB1;p85;p85-ALPHA"	"Cytosol"	"CellAtlas"
"ENSG00000145692"	"ENST00000274353;ENST00000520335;ENST00000520703;ENST00000524080;ENST00000523508;ENST00000521279"	"ENSP00000274353;ENSP00000428240"	"Q93088"	"BHMT"	"635"	"betaine--homocysteine S-methyltransferase"	"BHMT1"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000145725"	"ENST00000515845;ENST00000321521;ENST00000507921;ENST00000504275;ENST00000358359;ENST00000613674;ENST00000502481;ENST00000507310;ENST00000509597;ENST00000508935;ENST00000511724;ENST00000613907;ENST00000511022;ENST00000510672;ENST00000504083;ENST00000414217;ENST00000627916"	"ENSP00000421513;ENSP00000313070;ENSP00000422525;ENSP00000465165;ENSP00000351126;ENSP00000482907;ENSP00000467529;ENSP00000424535;ENSP00000424948;ENSP00000480381;ENSP00000467099;ENSP00000416016;ENSP00000486357"	"O43314"	"PPIP5K2"	"23262"	"diphosphoinositol pentakisphosphate kinase 2"	"CFAP160;DFNB100;HISPPD1;KIAA0433;VIP2"	"Cytosol"	"SwissProt"
"ENSG00000145730"	"ENST00000505654;ENST00000508060;ENST00000510208;ENST00000304400;ENST00000455264;ENST00000684529;ENST00000438793;ENST00000506127;ENST00000682024;ENST00000682882;ENST00000682972;ENST00000684379;ENST00000348126;ENST00000512073;ENST00000684043;ENST00000682407;ENST00000511839;ENST00000511477;ENST00000506006;ENST00000509832;ENST00000509523;ENST00000513648;ENST00000345721;ENST00000346918;ENST00000509636;ENST00000506260;ENST00000379799;ENST00000505372;ENST00000511429;ENST00000510006;ENST00000504691;ENST00000504456"	"ENSP00000421569;ENSP00000508091;ENSP00000306100;ENSP00000403461;ENSP00000507038;ENSP00000396493;ENSP00000507752;ENSP00000507990;ENSP00000507172;ENSP00000507375;ENSP00000314638;ENSP00000420851;ENSP00000506915;ENSP00000506966;ENSP00000426448;ENSP00000421823;ENSP00000423611;ENSP00000423763;ENSP00000508378;ENSP00000302544;ENSP00000282992;ENSP00000369125;ENSP00000507524;ENSP00000424203;ENSP00000508313"	"P19021"	"PAM"	"5066"	"peptidylglycine alpha-amidating monooxygenase"	"PAL;PHM"	"Golgi apparatus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000145949"	"ENST00000647417;ENST00000274643"	"ENSP00000494309;ENSP00000274643"	"Q86YV6"	"MYLK4"	"340156"	"myosin light chain kinase family member 4"	"SgK085"	"Golgi apparatus;Nucleus"	"CellAtlas"
"ENSG00000146039"	"ENST00000439485;ENST00000377905;ENST00000397076"	"ENSP00000391345;ENSP00000367137;ENSP00000380266"	"Q9Y2C5"	"SLC17A4"	"10050"	"solute carrier family 17 member 4"	"KIAA2138"	"Cell membrane;Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000146066"	"ENST00000274787"	"ENSP00000274787"	"Q9BW72"	"HIGD2A"	"192286"	"HIG1 hypoxia inducible domain family member 2A"	"MGC2198;RCF1B"	"Mitochondria;Cytosol"	"CellAtlas"
"ENSG00000146070"	"ENST00000274793;ENST00000537365"	"ENSP00000274793;ENSP00000445666"	"Q13093"	"PLA2G7"	"7941"	"phospholipase A2 group VII"	"LDL-PLA2;PAFAH"	"Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000146085"	"ENST00000274813"	"ENSP00000274813"	"P22033"	"MMUT"	"4594"	"methylmalonyl-CoA mutase"	"MCM;MUT"	"Mitochondria;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000146151"	"ENST00000274901;ENST00000398661;ENST00000370852;ENST00000515546;ENST00000370850;ENST00000508459;ENST00000308161;ENST00000507223;ENST00000428842"	"ENSP00000274901;ENSP00000381654;ENSP00000359889;ENSP00000426054;ENSP00000359887;ENSP00000424309;ENSP00000309737;ENSP00000412924"	"Q8TB92"	"HMGCLL1"	"54511"	"3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1"	"bA418P12.1;DKFZP434G1411"	"Cytosol;Endoplasmic reticulum"	"SwissProt"
"ENSG00000146233"	"ENST00000275016;ENST00000489657;ENST00000476076;ENST00000480804;ENST00000619708"	"ENSP00000275016;ENSP00000477769"	"Q9NYL5"	"CYP39A1"	"51302"	"cytochrome P450 family 39 subfamily A member 1"	""	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000146373"	"ENST00000521654;ENST00000519971;ENST00000519565;ENST00000454842;ENST00000519799;ENST00000368414;ENST00000359704;ENST00000431104;ENST00000432158;ENST00000368415;ENST00000560949"	"ENSP00000428698;ENSP00000429012;ENSP00000427711;ENSP00000357399;ENSP00000352734;ENSP00000404282;ENSP00000452812"	"Q8TC41"	"RNF217"	"154214"	"ring finger protein 217"	"C6orf172;dJ84N20.1;IBRDC1;MGC26996"	"Cytosol"	"SwissProt"
"ENSG00000146411"	"ENST00000275230"	"ENSP00000275230"	"Q8TD20"	"SLC2A12"	"154091"	"solute carrier family 2 member 12"	"GLUT12;GLUT8"	"Cell membrane"	"DeepLoc2"
"ENSG00000146414"	"ENST00000417762;ENST00000367505;ENST00000438092;ENST00000275233;ENST00000433355;ENST00000519632;ENST00000523276;ENST00000520752;ENST00000521977;ENST00000629427;ENST00000367503"	"ENSP00000403790;ENSP00000356475;ENSP00000412797;ENSP00000275233;ENSP00000408019;ENSP00000430528;ENSP00000429548;ENSP00000486723;ENSP00000356473"	"Q149N8"	"SHPRH"	"257218"	"SNF2 histone linker PHD RING helicase"	"bA545I5.2;FLJ90837;KIAA2023"	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000146477"	"ENST00000275300"	"ENSP00000275300"	"O75751"	"SLC22A3"	"6581"	"solute carrier family 22 member 3"	"EMT;OCT3"	"Cytosol"	"CellAtlas"
"ENSG00000146587"	"ENST00000353796;ENST00000396912;ENST00000476992"	"ENSP00000275423;ENSP00000380120"	"Q9NYW8"	"RBAK"	"57786"	"RB associated KRAB zinc finger"	"ZNF769"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000146648"	"ENST00000344576;ENST00000275493;ENST00000455089;ENST00000342916;ENST00000454757;ENST00000420316;ENST00000459688;ENST00000463948;ENST00000450046;ENST00000485503"	"ENSP00000345973;ENSP00000275493;ENSP00000415559;ENSP00000342376;ENSP00000395243;ENSP00000413843;ENSP00000413354"	"P00533"	"EGFR"	"1956"	"epidermal growth factor receptor"	"ERBB;ERBB1"	"Endoplasmic reticulum;Golgi apparatus;Nucleus"	"SwissProt"
"ENSG00000146701"	"ENST00000461263;ENST00000315758;ENST00000443006;ENST00000461665;ENST00000490105;ENST00000432020;ENST00000492663;ENST00000424167"	"ENSP00000475583;ENSP00000327070;ENSP00000416929;ENSP00000408649"	"P40926"	"MDH2"	"4191"	"malate dehydrogenase 2"	""	"Mitochondria"	"SwissProt;CellAtlas"
"ENSG00000146733"	"ENST00000437355;ENST00000275605;ENST00000395471;ENST00000459834;ENST00000421626;ENST00000427797;ENST00000419984;ENST00000421312;ENST00000424596;ENST00000413218;ENST00000416592;ENST00000472276"	"ENSP00000401639;ENSP00000275605;ENSP00000378854;ENSP00000398653;ENSP00000403431;ENSP00000399660;ENSP00000390952;ENSP00000390452;ENSP00000404674;ENSP00000405538"	"P78330"	"PSPH"	"5723"	"phosphoserine phosphatase"	"PSP"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000147003"	"ENST00000380342;ENST00000650271"	"ENSP00000369699;ENSP00000497814"	"Q9HBJ8"	"CLTRN"	"57393"	"collectrin, amino acid transport regulator"	"NX17;TMEM27"	"Endoplasmic reticulum"	"CellAtlas"
"ENSG00000147100"	"ENST00000587091;ENST00000636771;ENST00000590447"	"ENSP00000465734;ENSP00000490445;ENSP00000466213"	"P36021"	"SLC16A2"	"6567"	"solute carrier family 16 member 2"	"AHDS;DXS128;MCT7;MCT8;MRX22;XPCT"	"Cell membrane"	"DeepLoc2"
"ENSG00000147119"	"ENST00000276055"	"ENSP00000276055"	"Q9NS84"	"CHST7"	"56548"	"carbohydrate sulfotransferase 7"	"C6ST-2;C6ST2"	"Golgi apparatus;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000147123"	"ENST00000377811;ENST00000276062"	"ENSP00000367042;ENSP00000276062"	"Q9NX14"	"NDUFB11"	"54539"	"NADH:ubiquinone oxidoreductase subunit B11"	"ESSS;Np15;NP17.3"	"Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000147155"	"ENST00000276096;ENST00000498425;ENST00000495186;ENST00000446158;ENST00000414061;ENST00000466461"	"ENSP00000417052;ENSP00000390031;ENSP00000405832"	"Q15125"	"EBP"	"10682"	"EBP cholestenol delta-isomerase"	"CDPX2;CHO2;CPX;CPXD"	"Endoplasmic reticulum;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000147160"	"ENST00000276101;ENST00000440401;ENST00000443056"	"ENSP00000421172;ENSP00000427523"	"Q6E213"	"AWAT2"	"158835"	"acyl-CoA wax alcohol acyltransferase 2"	"DGAT2L4;MFAT"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000147162"	"ENST00000488174;ENST00000373719;ENST00000373701;ENST00000472270;ENST00000498566;ENST00000444774;ENST00000455587;ENST00000459760;ENST00000462638;ENST00000466181;ENST00000474633"	"ENSP00000362824;ENSP00000362805;ENSP00000399729"	"O15294"	"OGT"	"8473"	"O-linked N-acetylglucosamine (GlcNAc) transferase"	"FLJ23071;HRNT1;MGC22921;O-GLCNAC;OGT1"	"Mitochondria;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000147224"	"ENST00000675304;ENST00000643795;ENST00000645638;ENST00000372418;ENST00000646815;ENST00000644642;ENST00000372435;ENST00000674826;ENST00000372419;ENST00000645903;ENST00000674525;ENST00000676092;ENST00000674843;ENST00000675720;ENST00000675046;ENST00000675921;ENST00000675630;ENST00000675124;ENST00000675082;ENST00000675353;ENST00000676365;ENST00000675875;ENST00000372428;ENST00000676322;ENST00000675263"	"ENSP00000496286;ENSP00000496554;ENSP00000361495;ENSP00000495801;ENSP00000495493;ENSP00000361512;ENSP00000502278;ENSP00000361496;ENSP00000502780;ENSP00000502260;ENSP00000501721;ENSP00000501767;ENSP00000502707;ENSP00000502050;ENSP00000502439;ENSP00000502347;ENSP00000502149;ENSP00000501550;ENSP00000502070;ENSP00000361505;ENSP00000501977;ENSP00000502081"	"P60891"	"PRPS1"	"5631"	"phosphoribosyl pyrophosphate synthetase 1"	"CMTX5;DFN2;DFNX1"	"Cytosol;Nucleus"	"DeepLoc2"
"ENSG00000147383"	"ENST00000370274;ENST00000432467;ENST00000440023"	"ENSP00000359297;ENSP00000396266;ENSP00000391854"	"Q15738"	"NSDHL"	"50814"	"NAD(P) dependent steroid dehydrogenase-like"	"H105e3;SDR31E1;XAP104"	"Endoplasmic reticulum"	"SwissProt;CellAtlas"
"ENSG00000147408"	"ENST00000454498;ENST00000332246;ENST00000397998;ENST00000522854;ENST00000518542;ENST00000519222;ENST00000523262;ENST00000517494;ENST00000520003;ENST00000524213;ENST00000517651;ENST00000523227;ENST00000522732;ENST00000522573;ENST00000523919;ENST00000524112"	"ENSP00000411816;ENSP00000330805;ENSP00000381084;ENSP00000429809;ENSP00000428216;ENSP00000428089;ENSP00000429130;ENSP00000428774;ENSP00000427740"	"Q8TDX6"	"CSGALNACT1"	"55790"	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"	"ChGn;CSGalNAcT-1;FLJ11264"	"Golgi apparatus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000147416"	"ENST00000276390;ENST00000523482;ENST00000523478;ENST00000520830;ENST00000519667;ENST00000521442"	"ENSP00000276390;ENSP00000430154;ENSP00000428069;ENSP00000430682;ENSP00000430866"	"P21281"	"ATP6V1B2"	"526"	"ATPase H+ transporting V1 subunit B2"	"ATP6B2;HO57;VATB;Vma2;VPP3"	"Cytosol"	"SwissProt"
"ENSG00000147454"	"ENST00000519973;ENST00000417331;ENST00000290075;ENST00000518881;ENST00000519192;ENST00000520654;ENST00000523930;ENST00000523883;ENST00000517923;ENST00000520949;ENST00000522164;ENST00000521637"	"ENSP00000429200;ENSP00000402782;ENSP00000290075;ENSP00000428066"	"Q9NYZ2"	"SLC25A37"	"51312"	"solute carrier family 25 member 37"	"HT015;MFRN;MFRN1;MSCP"	"Cytosol;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000147465"	"ENST00000276449;ENST00000520114;ENST00000522050;ENST00000521236"	"ENSP00000276449;ENSP00000429009;ENSP00000430030"	"P49675"	"STAR"	"6770"	"steroidogenic acute regulatory protein"	"STARD1"	"Mitochondria"	"SwissProt"
"ENSG00000147535"	"ENST00000529359;ENST00000424479;ENST00000530193;ENST00000530432;ENST00000524616;ENST00000531823;ENST00000534339;ENST00000531109;ENST00000527758;ENST00000422581;ENST00000531483;ENST00000419686;ENST00000528814;ENST00000527793;ENST00000524409"	"ENSP00000434916;ENSP00000392553;ENSP00000432122;ENSP00000437248;ENSP00000431771;ENSP00000434555;ENSP00000390622;ENSP00000414522"	"Q8NEB5"	"PLPP5"	"84513"	"phospholipid phosphatase 5"	"DPPL1;HTPAP;PPAPDC1B"	"Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000147548"	"ENST00000317025;ENST00000433384;ENST00000528828;ENST00000527502;ENST00000526050;ENST00000528304;ENST00000316985;ENST00000525081;ENST00000528627;ENST00000529223;ENST00000534155;ENST00000534539"	"ENSP00000313983;ENSP00000393284;ENSP00000434730;ENSP00000313410;ENSP00000435073;ENSP00000435422;ENSP00000432544;ENSP00000431598"	"Q9BZ95"	"NSD3"	"54904"	"nuclear receptor binding SET domain protein 3"	"FLJ20353;KMT3F;WHISTLE;WHSC1L1"	"Nucleus;Mitochondria"	"SwissProt;CellAtlas"
"ENSG00000147576"	"ENST00000396623;ENST00000415254;ENST00000424777;ENST00000276576;ENST00000396621;ENST00000426810;ENST00000496501;ENST00000466920;ENST00000431959;ENST00000449512;ENST00000422166;ENST00000443372;ENST00000463261;ENST00000419955;ENST00000518781;ENST00000466739"	"ENSP00000379865;ENSP00000407115;ENSP00000410883;ENSP00000276576;ENSP00000379864;ENSP00000406905;ENSP00000392925;ENSP00000416450;ENSP00000387956;ENSP00000409714;ENSP00000392040"	"Q8IWW8"	"ADHFE1"	"137872"	"alcohol dehydrogenase iron containing 1"	"FLJ32430"	"Mitochondria"	"SwissProt"
"ENSG00000147606"	"ENST00000522181;ENST00000522862;ENST00000523719;ENST00000276609;ENST00000309536;ENST00000520818;ENST00000520249;ENST00000517930;ENST00000617078;ENST00000617233"	"ENSP00000427712;ENSP00000428881;ENSP00000428849;ENSP00000276609;ENSP00000309504;ENSP00000428747;ENSP00000482686;ENSP00000482549"	"Q8TE54"	"SLC26A7"	"115111"	"solute carrier family 26 member 7"	"SUT2"	"Cell membrane"	"DeepLoc2"
"ENSG00000147614"	"ENST00000521564;ENST00000523635;ENST00000285393"	"ENSP00000429731;ENSP00000428382;ENSP00000285393"	"Q8N8Y2"	"ATP6V0D2"	"245972"	"ATPase H+ transporting V0 subunit d2"	"ATP6D2;FLJ38708;VMA6"	"Cytosol"	"DeepLoc2"
"ENSG00000147647"	"ENST00000521601;ENST00000351513;ENST00000520806;ENST00000533874;ENST00000520483;ENST00000521372;ENST00000519217;ENST00000521573"	"ENSP00000276651;ENSP00000436654;ENSP00000430246"	"Q14117"	"DPYS"	"1807"	"dihydropyrimidinase"	"DHPase"	"Cytosol"	"DeepLoc2"
"ENSG00000147669"	"ENST00000353107;ENST00000522439;ENST00000519765"	"ENSP00000342889;ENSP00000430106"	"P53803"	"POLR2K"	"5440"	"RNA polymerase II, I and III subunit K"	"RPB10alpha;RPB12"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000147684"	"ENST00000606244;ENST00000276689;ENST00000677021;ENST00000518008;ENST00000677822;ENST00000522532;ENST00000517367;ENST00000524241;ENST00000677782;ENST00000677950;ENST00000676713;ENST00000518657;ENST00000678801;ENST00000678753;ENST00000517830;ENST00000677095"	"ENSP00000497750;ENSP00000276689;ENSP00000504235;ENSP00000428282;ENSP00000504813;ENSP00000431115;ENSP00000430322;ENSP00000504071;ENSP00000504795"	"Q9Y6M9"	"NDUFB9"	"4715"	"NADH:ubiquinone oxidoreductase subunit B9"	"B22;LYRM3;UQOR22"	"Inner mitochondria"	"SwissProt;CellAtlas"
